Gamma_D2_abs_err,Gamma_D2_rec,Gamma_D2_rel_err,Gamma_D2_true,Ptot_W_abs_err,Ptot_W_rec,Ptot_W_rel_err,Ptot_W_true,Qe_cycle_mae_phys,Qe_cycle_rmse_phys,Qi_cycle_mae_phys,Qi_cycle_rmse_phys,Sm_cycle_mae_phys,Sm_cycle_rmse_phys,Sp_cycle_log_mae,Sp_cycle_log_rmse,Sp_cycle_mae_phys,Sp_cycle_rmse_phys,Te_cycle_log_mae,Te_cycle_log_rmse,Te_cycle_mae_phys,Te_cycle_rmse_phys,Ti_cycle_log_mae,Ti_cycle_log_rmse,Ti_cycle_mae_phys,Ti_cycle_rmse_phys,best_restart_fit,cycle_log_mae,cycle_log_rmse,cycle_mae_norm,cycle_mae_phys,cycle_rmse_phys,dna_abs_err,dna_rec,dna_rel_err,dna_true,global_idx,hci_abs_err,hci_rec,hci_rel_err,hci_true,inv_fit_mse_norm,inverse_fields,n_core_abs_err,n_core_rec,n_core_rel_err,n_core_true,ne_cycle_log_mae,ne_cycle_log_rmse,ne_cycle_mae_phys,ne_cycle_rmse_phys,param_mae_abs_mean,param_mre_mean,ua_cycle_mae_phys,ua_cycle_rmse_phys
3.8452521748424085e+20,5.355879398202552e+21,0.07734818756580353,4.971354180718311e+21,220930.0,4781634.5,0.04844207689166069,4560704.5,97.43349038901941,494.956130206612,146.33975700784893,581.979435839952,0.04360510381398368,0.24585398759630725,3.5257731311975298,8.812287900437141,4.626794500139856e+19,2.54299816556987e+20,0.030933473312161428,0.04075604317629683,8.14689275808065,20.370438785108565,0.04048978025183392,0.051153041052545825,8.311281504409196,18.62684987944442,0.1538773775100708,1.2955534776525095,4.342922880276005,0.1522829383611679,6.225847774476961e+18,8.99665952545108e+19,0.25905048847198486,1.3254013061523438,0.16349534690380096,1.5844517946243286,113,0.06457698345184326,0.5462291836738586,0.10572418570518494,0.6108061671257019,0.1538773775100708,"Te,Ti,ne,ua,Sp,Qe,Qi,Sm",1.2646853662344636e+20,5.895769584525587e+20,0.2730862498283386,4.6310842182911237e+20,0.024549550119051956,0.031329181843530875,3.538837194417122e+18,9.138347366700963e+18,1.0219875258075605e+20,0.13361921906471252,684.7789706332272,1051.1239574543797
1.7632828216303252e+21,6.199622032990973e+21,0.39746347069740295,4.436339211360648e+21,111202.5,6562980.5,0.016661589965224266,6674183.0,166.40704232450102,1278.2440144184507,164.497144520792,535.8596956085787,0.055937531508738224,0.35513666184464215,3.777451382012895,9.366517627539437,6.930621824047107e+19,4.715347348467051e+20,0.03201914955686507,0.04087427325770812,14.730055426633513,35.04065107497563,0.04595806054443186,0.053835116685036,21.97673273056836,42.803817502371366,0.19246873259544373,1.4207668713243542,4.6133280058860775,0.1702950894832611,9.40120606459505e+18,1.668791329130444e+20,0.015352129936218262,1.0522578954696655,0.014379904605448246,1.0676100254058838,17,0.0033085644245147705,0.480871319770813,0.006833337247371674,0.48417988419532776,0.19246873259544373,"Te,Ti,ne,ua,Sp,Qe,Qi,Sm",3.8645613582447595e+20,6.079248696250707e+20,1.744969129562378,2.2146875139278085e+20,0.0292251506209707,0.040788841995645496,5.903430276289323e+18,2.1074957829703578e+19,4.299477844540858e+20,0.43606147170066833,687.0322649564415,1034.108562797227
6.844245610079579e+20,2.0249183160825073e+21,0.5105764865875244,1.3404937550745494e+21,221759.0,3430781.5,0.06910484284162521,3209022.5,93.34098908747907,489.67507941920695,84.08426023980722,246.33809587313883,0.02431890939334625,0.1308404341830179,3.915280384149689,9.480803193772006,4.003458632424251e+19,3.115799025599321e+20,0.0399107622784013,0.05127319906273674,17.735970763181655,42.397919026671865,0.04247434194479841,0.053116209117025026,13.925941847064626,30.743373011118432,0.11675211787223816,1.3550882411642882,4.524397474970257,0.13738644123077393,5.367234175627678e+18,1.1020328912371316e+20,0.04137676954269409,0.44579190015792847,0.1023126170039177,0.4044151306152344,139,0.09721451997756958,0.41029906272888184,0.1915505826473236,0.5075135827064514,0.11675211787223816,"Te,Ti,ne,ua,Sp,Qe,Qi,Sm",1.9062048372799046e+20,9.071401585866367e+20,0.26603662967681885,7.165196748586463e+20,0.03141391803017397,0.04069174508356628,2.903287080778897e+18,8.722602261994471e+18,1.7500900191031525e+20,0.22791624069213867,718.112045972029,1065.861335665099
9.212577471497922e+19,1.7568414075257902e+21,0.055340249091386795,1.664715632810811e+21,352700.0,11167944.0,0.03261137753725052,10815244.0,117.8961891511399,870.5401401318622,161.5710627092479,498.46867926828804,0.02647308171298506,0.16832986861307023,0.710041599917357,3.5738528215110863,3.1487271394931032e+19,2.4150542671676565e+20,0.016934599258409816,0.025246890511025973,3.240587237022551,7.651457063350968,0.01369100240775395,0.020342917251133283,4.7077035597901835,8.351477893107838,0.09134363383054733,0.9629328792029217,3.3190176795835717,0.11752340197563171,4.077276863829857e+18,8.540231035332652e+19,0.0222395658493042,1.1514017581939697,0.018949201330542564,1.173641324043274,163,0.22921180725097656,2.0749001502990723,0.12418770790100098,1.8456883430480957,0.09134363383054733,"Te,Ti,ne,ua,Sp,Qe,Qi,Sm",1.1474557883247074e+20,1.99320153978489e+20,0.3653552830219269,3.1406573281095975e+20,0.01497490948078285,0.0221485498438551,1.130943515707818e+18,4.85445937671356e+18,4.137427070948999e+19,0.11928876489400864,610.9789021903377,905.5049439383354
6.543420636094949e+19,3.4929364204181447e+21,0.019090929999947548,3.427502214057195e+21,156260.5,5773302.0,0.026352787390351295,5929562.5,86.55614430365685,510.8333146805134,126.25161692957535,439.5086378815429,0.0315640843503688,0.18024415000196442,2.444226872677648,7.435844352911575,4.177878628589398e+19,2.979352798251757e+20,0.019442418449041998,0.028488285458404428,5.224215554088412,10.901705216761673,0.036480046669607226,0.04370492024489982,12.247710545978794,20.29468298998962,0.13750706613063812,1.1674332745648284,4.022137592266124,0.13005858659744263,5.478469164247933e+18,1.0537724602761993e+20,0.04949390888214111,0.7264400124549866,0.06378623843193054,0.7759339213371277,300,0.002122342586517334,0.7031019330024719,0.003027681028470397,0.7009795904159546,0.13750706613063812,"Te,Ti,ne,ua,Sp,Qe,Qi,Sm",1.682136682069387e+20,3.791918648098994e+20,0.3072926104068756,5.474055330168381e+20,0.01376454657371127,0.020253949786111173,2.0489670280894802e+18,8.335519085130764e+18,4.672957403396833e+19,0.08391004800796509,516.163317653734,846.0092774299209
3.1409412659923544e+20,7.049058765820763e+20,0.30823761224746704,1.0190000031813117e+21,3147059.0,6629059.0,0.9038078784942627,3482000.0,125.61325888174295,1091.216302245983,171.61569407331146,477.2750170506422,0.019938473209264687,0.12535728784476857,2.2798212470839574,6.885942404337661,4.4352087644434825e+19,3.769496046764957e+20,0.07336731837250138,0.09706182585223588,47.97851973417161,106.31311989369763,0.08194557086030384,0.09471190962338491,59.93644157082577,104.00690576999834,0.08883773535490036,1.1408471109482343,3.8344394428119806,0.1638018935918808,6.392083209134583e+18,1.3347855099046488e+20,0.7737548351287842,1.0142451524734497,0.43274879455566406,1.7879999876022339,309,0.48746025562286377,1.341539740562439,0.26651737093925476,1.8289999961853027,0.08883773535490036,"Te,Ti,ne,ua,Sp,Qe,Qi,Sm",1.182740259952132e+19,3.4992740406250177e+20,0.03498196601867676,3.3810000146298044e+20,0.14644936852386892,0.2008722993985965,6.784578028641831e+18,2.1004383598351258e+19,6.518430496014205e+19,0.3892587125301361,804.7072539075165,1190.932797472475
4.5977466738932344e+20,1.5351155463339702e+21,0.42756178975105286,1.0753408789446467e+21,132008.5,7527446.0,0.017849991098046303,7395437.5,109.1928343868025,714.4910460883611,115.45483831991449,355.7485127966934,0.02199190834564682,0.11283827904038704,1.2129902512596975,5.021203827559178,3.181542652351209e+19,2.158068256031143e+20,0.01632496371689641,0.02392540060628043,3.281236453982015,8.475209379643331,0.020026389429751504,0.028311226307270156,4.033492000899926,6.83688256990109,0.08634579926729202,1.0929019548389625,3.657888266684945,0.11842023581266403,4.2636164477593615e+18,7.634048137064597e+19,0.2638465166091919,1.2864515781402588,0.25801408290863037,1.022605061531067,428,0.20761215686798096,2.1149842739105225,0.1088472232222557,1.9073721170425415,0.08634579926729202,"Te,Ti,ne,ua,Sp,Qe,Qi,Sm",4.132960414912322e+19,6.322956767961211e+20,0.06135399639606476,6.736252809452443e+20,0.022216569163355085,0.03138463790000107,2.2935050585628093e+18,7.096956412615988e+18,1.0022085430768933e+20,0.17472541332244873,585.9070651441755,812.4601019344158
4.260157549512984e+20,3.333523911782995e+21,0.11331593245267868,3.759539666734293e+21,41331.0,8763245.0,0.0047387536615133286,8721914.0,107.99074456160932,785.8475727781199,162.1496843420565,559.0516593866652,0.037327224699790766,0.2421425216656508,1.6136963104617146,5.956256836315979,3.4521850539828527e+19,2.5512872102278018e+20,0.015434499724579111,0.023179245169336223,7.577510663080466,19.10825106655567,0.019677206747027075,0.027781018915638916,7.498948958731529,16.4733587555142,0.1276165097951889,1.0320712296283534,3.6462073995650366,0.12774193286895752,4.5686780635423104e+18,9.022891039319509e+19,0.0911797285079956,0.946244478225708,0.08789049834012985,1.0374242067337036,333,0.06461483240127563,0.6850706338882446,0.08618925511837006,0.7496854662895203,0.1276165097951889,"Te,Ti,ne,ua,Sp,Qe,Qi,Sm",1.876348258734624e+20,4.250052597849071e+20,0.7904726266860962,2.3737043391144473e+20,0.014882204514286002,0.020335933126047326,2.0275739685099584e+18,6.275816697944984e+18,1.2273010912807774e+20,0.21652141213417053,619.236836664096,858.8432402326149
1.6190440660396933e+20,1.809698326764889e+21,0.09825525432825089,1.6477939201609197e+21,683971.0,11213034.0,0.0649602934718132,10529063.0,179.5348919571499,2137.0176702208323,225.87551547196418,548.0905811038117,0.023311467046296764,0.151695796529866,1.438579472278756,5.432563808732644,3.24090333393095e+19,3.056917442218895e+20,0.03240971487364658,0.04350898714069363,40.06487792842575,89.19154094194631,0.030416885233728548,0.03796834987838315,34.27216472780233,70.26152896986089,0.10626377165317535,1.0062284896198388,3.529678982822848,0.13723595440387726,4.3163279367921004e+18,1.0809849234598391e+20,0.1281854510307312,1.0982255935668945,0.1321444809436798,0.9700401425361633,466,0.04791003465652466,0.41203629970550537,0.10416439920663834,0.45994633436203003,0.10626377165317535,"Te,Ti,ne,ua,Sp,Qe,Qi,Sm",4.717891804796132e+19,2.3641762352309312e+20,0.1663592904806137,2.8359654157105444e+20,0.02366424603730894,0.03137172578021044,2.1215901550272983e+18,5.90168572332108e+18,4.181666580999543e+19,0.11317674070596695,761.1606762054653,1153.0279598863806
8.813910388233785e+19,3.3524111641952565e+21,0.02561773546040058,3.4405502680775944e+21,79207.5,4374457.5,0.018440719693899155,4295250.0,104.3038113431175,718.167871503334,151.12856362656237,495.6533282417191,0.037482442457542876,0.19290190868992513,3.6010296651675953,8.864656024030644,4.365073125511296e+19,2.7188537301994373e+20,0.0344328079485421,0.043983987061938644,13.800663263736356,33.43388291333421,0.04492322347216559,0.05682663129268684,11.678058714425587,25.30306901379018,0.1565232127904892,1.297906226089096,4.347404830559341,0.16051353514194489,5.850988232522328e+18,9.616195688930848e+19,0.10033237934112549,1.4358810186386108,0.0653114840388298,1.5362133979797363,175,0.07525643706321716,0.21426057815551758,0.2599378824234009,0.28951701521873474,0.1565232127904892,"Te,Ti,ne,ua,Sp,Qe,Qi,Sm",3.443326315035403e+20,7.125683995043263e+20,0.9350873827934265,3.6823576800078594e+20,0.02307418635581238,0.031763243803263334,3.157174605065663e+18,7.437712017538508e+18,8.649434883639424e+19,0.2608790397644043,807.6610097011695,1244.3669110948258
4.199359658230924e+20,1.090063990551451e+21,0.2781032919883728,1.5099999563745434e+21,1890440.0,11015560.0,0.146477609872818,12906000.0,56.79399450122375,388.38309841224554,137.97087061812735,315.9573828909455,0.014361176212450324,0.07079483731942827,2.491177491538233,7.259485380215662,2.320496817518594e+19,2.0816557363018147e+20,0.03763996019401488,0.04956608496316749,14.242748653177276,30.992315964153505,0.04601388224828528,0.06034664863473614,14.631113163489314,24.16125206809048,0.07063526660203934,1.1870408027026058,3.9796952694974,0.11803160607814789,3.180033216864644e+18,7.363673334397546e+19,0.387786328792572,0.4672136902809143,0.4535512626171112,0.8550000190734863,190,0.4298337697982788,1.431166172027588,0.23096925020217896,1.8609999418258667,0.07063526660203934,"Te,Ti,ne,ua,Sp,Qe,Qi,Sm",8.765341881002361e+18,3.4436535296958294e+20,0.02611842006444931,3.356000110885806e+20,0.04206569582328609,0.05399828983921877,2.235297559731208e+18,6.785420826410218e+18,8.574025978160035e+19,0.22704395651817322,642.0204844428121,899.5765756094786
4.068467460873493e+20,3.133819667606598e+21,0.14919354021549225,2.726972921519249e+21,110274.5,7469447.0,0.014984632842242718,7359172.5,132.54774229440753,836.2689191876846,137.72551460235005,695.5863930305964,0.03877702239528469,0.2818162050319634,1.8361121074168847,6.398637874070728,3.1825812794076713e+19,2.021237556696216e+20,0.013748971999019633,0.019589325788496963,2.8445448647968923,7.404849956941566,0.01854430081978174,0.024683267807141876,4.243791123797972,6.903662620351271,0.11346543580293655,1.2322503099037498,4.000790863991819,0.115121990442276,4.215913976471491e+18,7.148673828443953e+19,0.032921552658081055,0.6841148138046265,0.04591336473822594,0.7170363664627075,279,0.04471015930175781,1.8812105655670166,0.023214953020215034,1.9259207248687744,0.11346543580293655,"Te,Ti,ne,ua,Sp,Qe,Qi,Sm",3.6347102996377213e+20,3.836497599379265e+20,0.4864956736564636,7.471207899016987e+20,0.016855206348662367,0.023901497638565968,1.9014990176952046e+18,5.368183900606148e+18,1.5406355169178708e+20,0.14396043121814728,420.29994781721797,666.2885965532943
9.650207728413232e+19,1.1625020683891476e+21,0.09052728116512299,1.0659999911050153e+21,788187.0,9519813.0,0.07646361738443375,10308000.0,117.78074740724372,1102.2744039630802,150.6119253716052,401.3969526857424,0.019790052689814874,0.10905314988867376,2.3906115146067903,7.095718311410514,3.0618256383927575e+19,2.4986189477718547e+20,0.03412550592592683,0.04500465206442672,20.742172643422617,45.0046230850451,0.0391200913834777,0.04698882513093182,26.73269854480624,46.987330556604306,0.08324319124221802,1.1891283501306271,3.984738770891971,0.11996687203645706,4.159841596893481e+18,8.843452747582025e+19,0.5484650135040283,0.3875349760055542,0.5859668850898743,0.9359999895095825,290,0.5295456647872925,1.2334543466567993,0.30036622285842896,1.7630000114440918,0.08324319124221802,"Te,Ti,ne,ua,Sp,Qe,Qi,Sm",2.6862414868800078e+19,1.6946241434892947e+20,0.18837597966194153,1.4259999948012939e+20,0.03367436872811311,0.04167502280434178,2.6604763912202767e+18,1.1591321638516773e+19,2.467289799078183e+19,0.24833998084068298,555.3317991351898,856.7170857478596
1.5813019308374916e+21,4.426160513252837e+21,0.5558455586433411,2.8448585824153455e+21,136904.0,9067156.0,0.014874305576086044,9204060.0,152.98002643575487,926.9147749727072,151.03947567961958,507.83666316614233,0.03644695166052775,0.2126054160299082,2.7359540163330367,8.016110208657398,5.547609103745044e+19,3.054819946930375e+20,0.017838543429105,0.024443087807230666,4.2441580085271084,9.325789032496377,0.030391829815145148,0.03820987176839129,8.929662226541192,14.482253161819287,0.12154920399188995,1.2809822367859125,4.240573006100793,0.13605602085590363,7.264283821355599e+18,1.0803496460438882e+20,0.07795298099517822,1.8063132762908936,0.04137047007679939,1.8842662572860718,97,0.07676959037780762,1.866302490234375,0.03950938954949379,1.9430720806121826,0.12154920399188995,"Te,Ti,ne,ua,Sp,Qe,Qi,Sm",2.984153370777543e+20,2.3873919394663052e+20,0.555548369884491,5.371545310243848e+20,0.024617655161918228,0.029677047618437896,2.6381795333943496e+18,7.292429974661683e+18,3.759434324724259e+20,0.24142961204051971,458.5313044205758,695.4962384781121
